Rxn name	Formula	Gene-reaction association	LB	UB	Objective
FACOAL141	atp_c + coa_c + ttdcea_c  <=> amp_c + ppi_c + tdecoa_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL141p	atp_x + coa_x + ttdcea_x  <=> amp_x + ppi_x + tdecoa_x 	YER015W	-999999.00	999999.00	  0.00
FAS160	3 h_c + malcoa_c + 2 nadph_c + ttdca_c  -> co2_c + coa_c + h2o_c + hdca_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS160ACPm	3 h_m + malACP_m + myrsACP_m + 2 nadph_m  -> ACP_m + co2_m + h2o_m + 2 nadp_m + palmACP_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FAS160COA	3 h_c + malcoa_c + 2 nadph_c + tdcoa_c  -> co2_c + coa_c + h2o_c + pmtcoa_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS161	4 h_c + malcoa_c + 3 nadph_c + o2_c + ttdca_c  -> co2_c + coa_c + 3 h2o_c + hdcea_c + 3 nadp_c 	YJL196C	  0.00	999999.00	  0.00
FACOAL160	atp_c + coa_c + hdca_c  <=> amp_c + pmtcoa_c + ppi_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL160p	atp_x + coa_x + hdca_x  <=> amp_x + pmtcoa_x + ppi_x 	YER015W	-999999.00	999999.00	  0.00
FAS180ACPm	3 h_m + malACP_m + 2 nadph_m + palmACP_m  -> ACP_m + co2_m + h2o_m + ocdcaACP_m + 2 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
G3PDm	fad_m + glyc3p_m  -> dhap_m + fadh2_m 	YIL155C	  0.00	999999.00	  0.00
FAS180COA	3 h_c + malcoa_c + pmtcoa_c + 2 nadph_c  -> co2_c + coa_c + h2o_c + 2 nadp_c + stcoa_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
GLUK	atp_c + glc__D_c  -> adp_c + g6p_B_c + h_c 	YCL040W	  0.00	999999.00	  0.00
G3PIt	g3pi_e  <=> g3pi_c 	YCR098C	-999999.00	999999.00	  0.00
FAS181	4 h_c + malcoa_c + hdca_c + 3 nadph_c + o2_c  -> co2_c + coa_c + 3 h2o_c + 3 nadp_c + ocdcea_c 	YJL196C	  0.00	999999.00	  0.00
FAS181ACPm	4 h_m + malACP_m + o2_m + 3 nadph_m + palmACP_m  -> ACP_m + co2_m + 3 h2o_m + 3 nadp_m + octeACP_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FAS182ACPm	5 h_m + malACP_m + 2 o2_m + 4 nadph_m + palmACP_m  -> ACP_m + co2_m + 5 h2o_m + 4 nadp_m + ocdcyaACP_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
G3PT	glyc3p_c + h2o_c  -> glyc_c + pi_c 	YER062C or YIL053W	  0.00	999999.00	  0.00
FAS240_L	9 h_c + 3 malcoa_c + ocdca_c + 6 nadph_c  -> 3 co2_c + 3 coa_c + 3 h2o_c + 6 nadp_c + ttc_c 	YCR034W and YLR372W and YDL015C	  0.00	999999.00	  0.00
G5SADs	glu5sa_c  <=> 1pyr5c_c + h2o_c + h_c 		-999999.00	999999.00	  0.00
G5SADrm	glu5sa_m  <=> 1pyr5c_m + h2o_m + h_m 		-999999.00	999999.00	  0.00
FAS260	3 h_c + malcoa_c + 2 nadph_c + ttc_c  -> co2_c + coa_c + h2o_c + hexc_c + 2 nadp_c 	YCR034W and YLR372W and YDL015C	  0.00	999999.00	  0.00
G5SD	glu5p_c + h_c + nadph_c  -> glu5sa_c + nadp_c + pi_c 	YOR323C	  0.00	999999.00	  0.00
G5SD2	glu5p_c + h_c + nadh_c  -> glu5sa_c + nad_c + pi_c 	YOR323C	  0.00	999999.00	  0.00
GLUN	gln__L_c + h2o_c  -> glu__L_c + nh4_c 		  0.00	999999.00	  0.00
GLUPRT	gln__L_c + h2o_c + prpp_c  -> glu__L_c + ppi_c + pram_c 	YMR300C	  0.00	999999.00	  0.00
G6PDA	gam6p_c + h2o_c  -> f6p_c + nh4_c 		  0.00	999999.00	  0.00
FAS80ACPm_L	acACP_m + 9 h_m + 3 malACP_m + 6 nadph_m  -> 3 ACP_m + 3 co2_m + 3 h2o_m + ocACP_m + 6 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
G6PDH2r	g6p_c + nadp_c  -> 6pgl_c + h_c + nadph_c 	YNL241C	  0.00	999999.00	  0.00
G6PDH2er	g6p_r + nadp_r  -> 6pgl_r + h_r + nadph_r 		  0.00	999999.00	  0.00
G6PI	g6p_c  <=> g6p_B_c 	YBR196C	-999999.00	999999.00	  0.00
G6PI3	g6p_B_c  <=> f6p_c 	YBR196C	-999999.00	999999.00	  0.00
G6Pter	g6p_c  <=> g6p_r 		-999999.00	999999.00	  0.00
GALIGH	1Dgali_c + h2o_c  <=> gal_c + inost_c 	YBR184W	-999999.00	999999.00	  0.00
GALKr	atp_c + gal_c  -> adp_c + gal1p_c + h_c 	YBR020W	  0.00	999999.00	  0.00
GALS3	h2o_c + melib_c  -> gal_c + glc__D_c 	YBR184W	  0.00	999999.00	  0.00
GALT	gal1p_c + h_c + utp_c  <=> ppi_c + udpgal_c 	YBR018C	-999999.00	999999.00	  0.00
GLUSx	akg_c + gln__L_c + h_c + nadh_c  -> 2 glu__L_c + nad_c 	YDL171C	  0.00	999999.00	  0.00
GLUTRS	atp_c + glu__L_c + trnaglu_c  -> amp_c + glutrna_c + ppi_c 	YGL245W	  0.00	999999.00	  0.00
GLUTRSm	atp_m + glu__L_m + trnaglu_m  -> amp_m + glutrna_m + ppi_m 	YOL033W	  0.00	999999.00	  0.00
GLUt2n	glu__L_c + h_c  <=> glu__L_n + h_n 		-999999.00	999999.00	  0.00
GLUt2r	glu__L_e + h_e  <=> glu__L_c + h_c 	YFL055W or YDR536W or YKR039W or YCL025C or YPL265W	-999999.00	999999.00	  0.00
GLUt5m	glu__L_c + oh1_m  -> glu__L_m + oh1_c 		  0.00	999999.00	  0.00
GLUt7	glu__L_v + h_v  -> glu__L_c + h_c 	YER119C	  0.00	999999.00	  0.00
GLUt7m	glu__L_c  -> glu__L_m 	YPR021C	  0.00	999999.00	  0.00
GLXt	glx_c  <=> glx_e 		-999999.00	999999.00	  0.00
GLXtp	glx_c  <=> glx_x 		-999999.00	999999.00	  0.00
GLYAT	accoa_c + gly_c  <=> 2aobut_c + coa_c 		-999999.00	  0.00	  0.00
GLYC3Ptm	glyc3p_c  -> glyc3p_m 		  0.00	999999.00	  0.00
GALUi	g1p_c + h_c + utp_c  <=> ppi_c + udpg_c 	YKL035W or YHL012W	-999999.00	999999.00	  0.00
GALt2	gal_e + h_e  -> gal_c + h_c 	YLR081W or YFL011W or YOL156W or YNL318C or YJL219W or YDR536W	  0.00	999999.00	  0.00
GAM6Pt	gam6p_e  <=> gam6p_c 		-999999.00	999999.00	  0.00
GAPD	g3p_c + nad_c + pi_c  <=> 13dpg_c + h_c + nadh_c 	YJL052W or YJR009C or YGR192C	-999999.00	999999.00	  0.00
GLYCDy	glyc_c + nadp_c  -> dha_c + h_c + nadph_c 	YOR120W	  0.00	999999.00	  0.00
FAS80COA_L	accoa_c + 9 h_c + 3 malcoa_c + 6 nadph_c  -> 3 co2_c + 3 coa_c + 3 h2o_c + occoa_c + 6 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
GLYCLm	gly_m + nad_m + thf_m  -> co2_m + mlthf_m + nadh_m + nh4_m 	YDR019C and YMR189W and YAL044C and YFL018C	  0.00	999999.00	  0.00
GLYCt	glyc_c  <=> glyc_e 	YLL043W	-999999.00	999999.00	  0.00
GLYCt2	glyc_e + h_e  -> glyc_c + h_c 	YGL084C or YPL189W	  0.00	999999.00	  0.00
GARFT	10fthf_c + gar_c  -> fgam_c + h_c + thf_c 	YDR408C	  0.00	999999.00	  0.00
GAT1_SC	0.02 dcacoa_c + 0.06 ddcacoa_c + glyc3p_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> 0.01 1ag3p_SC_c + coa_c 	YKR067W or YBL011W	  0.00	999999.00	  0.00
GAT2_SC	0.02 dcacoa_c + 0.06 ddcacoa_c + dhap_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> 0.01 1agly3p_SC_c + coa_c 	YKR067W or YBL011W	  0.00	999999.00	  0.00
GBEZ	14glun_c  -> glycogen_c + h2o_c 	YEL011W	  0.00	999999.00	  0.00
GCALDt	gcald_e  <=> gcald_c 		-999999.00	999999.00	  0.00
GCALDtm	gcald_c  <=> gcald_m 		-999999.00	999999.00	  0.00
GCC2am	gly_m + h_m + lpam_m  <=> alpam_m + co2_m 	YDR019C and YMR189W and YAL044C and YFL018C	-999999.00	999999.00	  0.00
GCC2bim	alpam_m + thf_m  -> dhlam_m + mlthf_m + nh4_m 	YDR019C and YMR189W and YAL044C and YFL018C	  0.00	999999.00	  0.00
GCC2cm_copy1	dhlam_m + nad_m  <=> h_m + lpam_m + nadh_m 	YDR019C and YMR189W and YAL044C and YFL018C	-999999.00	999999.00	  0.00
GCCam	gly_m + h_m + lpro_m  <=> alpro_m + co2_m 	YDR019C and YMR189W and YAL044C and YFL018C	-999999.00	999999.00	  0.00
GCCbim	alpro_m + thf_m  -> dhlpro_m + mlthf_m + nh4_m 	YDR019C and YMR189W and YAL044C and YFL018C	  0.00	999999.00	  0.00
GLYGS	h2o_c + udpg_c  -> 14glun_c + h_c + udp_c 	( YKR058W and YFR015C ) or ( YJL137C and YFR015C ) or ( YKR058W and YLR258W ) or ( YJL137C and YLR258W )	  0.00	999999.00	  0.00
GLYK	atp_c + glyc_c  -> adp_c + glyc3p_c + h_c 	YHL032C	  0.00	999999.00	  0.00
GLYOX	h2o_c + lgt__S_c  -> gthrd_c + h_c + lac__D_c 	YDR272W	  0.00	999999.00	  0.00
GLYOXm	h2o_m + lgt__S_m  -> gthrd_m + h_m + lac__D_m 	YOR040W	  0.00	999999.00	  0.00
GLYTRS	atp_c + gly_c + trnagly_c  -> amp_c + glytrna_c + ppi_c 	YBR121C or YPR081C	  0.00	999999.00	  0.00
GLYt2m	h_c + gly_c  <=> gly_m + h_m 		-999999.00	999999.00	  0.00
GLYt2r	h_e + gly_e  <=> h_c + gly_c 	YKR039W or YOL020W or YPL265W or YOR348C	-999999.00	999999.00	  0.00
GCCcm	dhlpro_m + nad_m  <=> h_m + lpro_m + nadh_m 	YDR019C and YMR189W and YAL044C and YFL018C	-999999.00	999999.00	  0.00
GDPMANNtg	gmp_g + gdpmann_c  -> gmp_c + gdpmann_g 	YGL225W	  0.00	999999.00	  0.00
GMPS2	atp_c + gln__L_c + h2o_c + xmp_c  -> amp_c + gmp_c + glu__L_c + 2 h_c + ppi_c 	YMR217W	  0.00	999999.00	  0.00
GDPt3g	gdp_g + h_c  <=> gdp_c + h_g 		-999999.00	999999.00	  0.00
GND	6pgc_c + nadp_c  -> co2_c + nadph_c + ru5p__D_c 	YGR256W or YHR183W	  0.00	999999.00	  0.00
FAS80_L	accoa_c + 8 h_c + 3 malcoa_c + 6 nadph_c  -> 3 co2_c + 4 coa_c + 2 h2o_c + 6 nadp_c + octa_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
GNNUC	gsn_c + h2o_c  -> gua_c + rib__D_c 	YDR400W	  0.00	999999.00	  0.00
GDPtn	gdp_c  <=> gdp_n 		-999999.00	999999.00	  0.00
GF6PTA	f6p_c + gln__L_c  -> gam6p_c + glu__L_c 	YMR085W or YKL104C or YMR084W	  0.00	999999.00	  0.00
GPDDA1	g3pc_c + h2o_c  -> chol_c + glyc3p_c + h_c 	YPL110C	  0.00	999999.00	  0.00
GGLGH	ggl_c + h2o_c  <=> glyc_c + gal_c 	YBR184W	-999999.00	999999.00	  0.00
FBA	fdp_c  <=> dhap_c + g3p_c 	YKL060C	-999999.00	999999.00	  0.00
GGTT	ggdp_c + ipdp_c  -> ppi_c + pendp_c 		  0.00	999999.00	  0.00
GHMT2r	thf_c + ser__L_c  <=> h2o_c + gly_c + mlthf_c 	YLR058C	-999999.00	999999.00	  0.00
GHMT2rm	thf_m + ser__L_m  <=> h2o_m + gly_m + mlthf_m 	YBR263W	-999999.00	999999.00	  0.00
GRTT	grdp_c + ipdp_c  -> frdp_c + ppi_c 	YJL167W	  0.00	999999.00	  0.00
GSNK	atp_c + gsn_c  -> adp_c + gmp_c + h_c 		  0.00	999999.00	  0.00
GSNt2	gsn_e + h_e  -> gsn_c + h_c 		  0.00	999999.00	  0.00
GK1	atp_c + gmp_c  <=> adp_c + gdp_c 	YDR454C	-999999.00	999999.00	  0.00
GK2	datp_c + gmp_c  <=> dadp_c + gdp_c 	YDR454C	-999999.00	999999.00	  0.00
GLCGSD	glycogen_c + h2o_c  -> glc__D_c 	YPR184W	  0.00	999999.00	  0.00
GLCGSDv	glycogen_v + h2o_v  -> glc__D_v 	YIL099W	  0.00	999999.00	  0.00
GSNt2m	gsn_c + h_c  <=> gsn_m + h_m 		-999999.00	999999.00	  0.00
GTHOr	gthox_c + h_c + nadph_c  -> 2 gthrd_c + nadp_c 	( YPL091W and YDR513W ) or ( YPL091W and YCL035C ) or ( YPL091W and YDR098C ) or ( YPL091W and YER174C )	  0.00	999999.00	  0.00
GTHOXti	gthox_e  -> gthox_c 		  0.00	999999.00	  0.00
GTHOm	gthox_m + h_m + nadph_m  -> 2 gthrd_m + nadp_m 	YPL091W and YPL059W	  0.00	999999.00	  0.00
GLCNtv	glycogen_c  -> glycogen_v 		  0.00	999999.00	  0.00
FBA2	f1p_c  <=> dhap_c + glyald_c 	YKL060C	-999999.00	999999.00	  0.00
GLCP	glycogen_c + pi_c  -> g1p_c 	YPR160W	  0.00	999999.00	  0.00
GLCS2	udpg_c  -> glycogen_c + h_c + udp_c 	( YKR058W and YLR258W ) or ( YKR058W and YFR015C ) or ( YJL137C and YFR015C ) or ( YJL137C and YLR258W )	  0.00	999999.00	  0.00
GTHPi	2 gthrd_c + h2o2_c  <=> gthox_c + 2 h2o_c 	YDR513W or YCL035C or YBR244W or YIR037W or YKL026C	-999999.00	999999.00	  0.00
GTHPm	2 gthrd_m + h2o2_m  <=> gthox_m + 2 h2o_m 	YPL059W	-999999.00	999999.00	  0.00
GTHRDabcv	atp_v + gthrd_c + h2o_v  -> adp_v + gthrd_v + h_v + pi_v 	YDR135C	  0.00	999999.00	  0.00
GTHRDt2	gthrd_e  -> gthrd_c 	YJL212C	  0.00	999999.00	  0.00
GLCt1	glc__D_e  -> glc__D_c 	YHR092C or YLR081W or YOL156W or YDR536W or YHR094C or YEL069C or YDL245C or YJR158W or YFL011W or YNR072W or YMR011W or YDR345C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W	  0.00	999999.00	  0.00
GLCtv	glc__D_c  <=> glc__D_v 		-999999.00	999999.00	  0.00
FBA3	s17bp_c  <=> dhap_c + e4p_c 	YKL060C	-999999.00	999999.00	  0.00
GLNS	atp_c + glu__L_c + nh4_c  -> adp_c + gln__L_c + h_c + pi_c 	YPR035W	  0.00	999999.00	  0.00
GLNTRS	atp_c + gln__L_c + trnagln_c  -> amp_c + glntrna_c + ppi_c 	YOR168W	  0.00	999999.00	  0.00
GTHS	atp_c + glucys_c + gly_c  -> adp_c + gthrd_c + h_c + pi_c 	YOL049W	  0.00	999999.00	  0.00
GTMLT	ala__L_c + gthrd_c  -> cgly_c + gluala_c 	YLR299W	  0.00	999999.00	  0.00
GLNt2n	gln__L_c + h_c  <=> gln__L_n + h_n 		-999999.00	999999.00	  0.00
FBP	fdp_c + h2o_c  -> f6p_c + pi_c 	YLR377C	  0.00	999999.00	  0.00
GLNt2r	gln__L_e + h_e  <=> gln__L_c + h_c 	YKR039W or YCL025C or YDR508C or YPL265W	-999999.00	999999.00	  0.00
GLNt6	gln__L_c + h_v  -> gln__L_v + h_c 	YJR001W	  0.00	999999.00	  0.00
GTPCI	gtp_c + h2o_c  -> ahdt_c + for_c + h_c 	YGR267C	  0.00	999999.00	  0.00
GTPCII	gtp_c + 3 h2o_c  -> 25dhpp_c + for_c + 2 h_c + ppi_c 	YBL033C	  0.00	999999.00	  0.00
GTPH1	gtp_c + 2 h2o_c  -> gmp_c + 2 h_c + 2 pi_c 	YER005W	  0.00	999999.00	  0.00
GLNt7	gln__L_v + h_v  -> gln__L_c + h_c 	YKL146W or YNL101W	  0.00	999999.00	  0.00
GTPt2m	gdp_m + gtp_c + h_c  -> gdp_c + gtp_m + h_m 	YDL198C	  0.00	999999.00	  0.00
GLPT	glp_c + tdcoa_c  -> coa_c + tglp_c 	YLR195C	  0.00	999999.00	  0.00
FBP26	f26bp_c + h2o_c  -> f6p_c + pi_c 	YJL155C	  0.00	999999.00	  0.00
GLU5K	atp_c + glu__L_c  -> adp_c + glu5p_c 	YDR300C	  0.00	999999.00	  0.00
GLUCYS	atp_c + cys__L_c + glu__L_c  -> adp_c + glucys_c + h_c + pi_c 	YJL101C	  0.00	999999.00	  0.00
GLUDC	glu__L_c + h_c  -> 4abut_c + co2_c 	YMR250W	  0.00	999999.00	  0.00
GUAD	gua_c + h2o_c + h_c  -> nh4_c + xan_c 	YDL238C	  0.00	999999.00	  0.00
GUAPRT	gua_c + prpp_c  -> gmp_c + ppi_c 	YDR399W	  0.00	999999.00	  0.00
GUAt2r	gua_e + h_e  <=> gua_c + h_c 	YER056C or YER060W or YER060W_A or YGL186C	-999999.00	999999.00	  0.00
GUAtm	gua_c  <=> gua_m 		-999999.00	999999.00	  0.00
H2O2tn	h2o2_c  <=> h2o2_n 		-999999.00	999999.00	  0.00
H2Ot	h2o_e  <=> h2o_c 	YPR192W or YLL052C	-999999.00	999999.00	  0.00
GLUDxi	h2o_c + glu__L_c + nad_c  -> akg_c + h_c + nadh_c + nh4_c 	YDL215C	  0.00	999999.00	  0.00
GLUDy	h2o_c + glu__L_c + nadp_c  <=> akg_c + h_c + nadph_c + nh4_c 	YOR375C or YAL062W	-999999.00	  0.00	  0.00
H2Oter	h2o_c  <=> h2o_r 		-999999.00	999999.00	  0.00
FCLTm	fe2_m + ppp9_m  -> 2 h_m + pheme_m 	YOR176W	  0.00	999999.00	  0.00
H2Otm	h2o_c  <=> h2o_m 		-999999.00	999999.00	  0.00
H2Otn	h2o_n  <=> h2o_c 		-999999.00	999999.00	  0.00
H2Otp	h2o_c  <=> h2o_x 		-999999.00	999999.00	  0.00
HCITSm	akg_m + accoa_m + h2o_m  -> coa_m + h_m + hcit_m 		  0.00	999999.00	  0.00
H2Otv	h2o_c  <=> h2o_v 		-999999.00	999999.00	  0.00
HCITSn	akg_n + accoa_n + h2o_n  -> coa_n + h_n + hcit_n 	YDL131W or YDL182W	  0.00	999999.00	  0.00
FDH	for_c + nad_c  -> co2_c + nadh_c 	YOR388C or YPL275W or YPL276W	  0.00	999999.00	  0.00
HACD10p	3hxccoa_x + nad_x  <=> 3ohxccoa_x + h_x + nadh_x 	YKR009C	-999999.00	999999.00	  0.00
HACD4p	3odcoa_x + h_x + nadh_x  <=> 3hdcoa_x + nad_x 	YKR009C	-999999.00	999999.00	  0.00
FDNG	for_c + h_c + q6_m  -> co2_c + q6h2_m 		  0.00	999999.00	  0.00
HACD5p	3oddcoa_x + h_x + nadh_x  <=> 3hddcoa_x + nad_x 	YKR009C	-999999.00	999999.00	  0.00
HACD6p	3otdcoa_x + h_x + nadh_x  <=> 3htdcoa_x + nad_x 	YKR009C	-999999.00	999999.00	  0.00
HCO3E	co2_c + h2o_c  <=> h_c + hco3_c 		-999999.00	999999.00	  0.00
HCO3Em	co2_m + h2o_m  <=> h_m + hco3_m 		-999999.00	999999.00	  0.00
HCO3En	co2_n + h2o_n  <=> h_n + hco3_n 		-999999.00	999999.00	  0.00
HACD7p	3ohdcoa_x + h_x + nadh_x  <=> 3hhdcoa_x + nad_x 	YKR009C	-999999.00	999999.00	  0.00
HACD8p	3ohodcoa_x + h_x + nadh_x  <=> 3hodcoa_x + nad_x 	YKR009C	-999999.00	999999.00	  0.00
HCO3tn	hco3_c  <=> hco3_n 		-999999.00	999999.00	  0.00
HACNHm	b124tc_m + h2o_m  <=> hicit_m 	YDR234W	-999999.00	999999.00	  0.00
FE2t	fe2_e  -> fe2_c 	YMR319C	  0.00	999999.00	  0.00
HBZOPT6m	4hbz_m + hexdp_m  -> 3ophb_5_m + ppi_m 	YNR041C	  0.00	999999.00	  0.00
FE2utm	fe2_c  -> fe2_m 		  0.00	999999.00	  0.00
HCYSMT	amet_c + hcys__L_c  -> ahcys_c + h_c + met__L_c 	YPL273W or YLL062C	  0.00	999999.00	  0.00
HCYSt2p	h_c + hcys__L_c  <=> h_x + hcys__L_x 		-999999.00	999999.00	  0.00
HDCAt	hdca_e  -> hdca_c 		  0.00	999999.00	  0.00
HDCEAt	hdcea_e  -> hdcea_c 		  0.00	999999.00	  0.00
FECOSTAT_SC	0.01 fecost_c + 0.655 hdcoa_c + 0.01 hexccoa_c + 0.02 pmtcoa_c + 0.27 odecoa_c + 0.03 stcoa_c + 0.015 tdcoa_c  -> coa_c + 0.01 fecostest_SC_c 	YCR048W	  0.00	999999.00	  0.00
HEMEOMOm	hemeO_m + o2_m + nadh_m  -> h2o_m + hemeA_m + nad_m 	YDR376W and YER141W and YPL252C	  0.00	999999.00	  0.00
HEMEOSm	frdp_m + h2o_m + pheme_m  -> hemeO_m + ppi_m 	YPL172C	  0.00	999999.00	  0.00
HETZK	4mhetz_c + atp_c  -> 4mpetz_c + adp_c + h_c 	YPL214C	  0.00	999999.00	  0.00
FECOSTESTH_SC	0.01 fecostest_SC_c + h2o_c  -> 0.01 fecost_c + h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c 	YKL140W or YLL012W	  0.00	999999.00	  0.00
HEX1	atp_c + glc__D_c  -> adp_c + g6p_c + h_c 	YFR053C or YGL253W or YCL040W	  0.00	999999.00	  0.00
HEX4	atp_c + man_c  -> adp_c + h_c + man6p_c 	YFR053C or YGL253W	  0.00	999999.00	  0.00
FECOSTESTH_SCe	0.01 fecostest_SC_e + h2o_e  -> 0.01 fecost_e + h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e 	YLR020C	  0.00	999999.00	  0.00
HEX7	atp_c + fru_c  -> adp_c + f6p_c + h_c 	YFR053C or YGL253W	  0.00	999999.00	  0.00
HEXCCOAtx	hexccoa_c  <=> hexccoa_x 		-999999.00	999999.00	  0.00
HEXDPtm	hexdp_c  <=> hexdp_m 		-999999.00	999999.00	  0.00
ILEtmi	ile__L_m  -> ile__L_c 		  0.00	999999.00	  0.00
FECOSTt	fecost_e  <=> fecost_c 	YOR011W or YIL013C	-999999.00	999999.00	  0.00
HGNTOR	hgentis_c + o2_c  -> 4mlacac_c + h_c 		  0.00	999999.00	  0.00
HICITDm	hicit_m + nad_m  <=> h_m + nadh_m + oxag_m 	YIL094C	-999999.00	999999.00	  0.00
FEtm	fe2_m  -> fe2_c 		  0.00	999999.00	  0.00
IMPC	h2o_c + imp_c  <=> fprica_c 	YLR028C or YMR120C	-999999.00	999999.00	  0.00
FKYNH	Lfmkynr_c + h2o_c  -> Lkynr_c + for_c + h_c 	YJL060W	  0.00	999999.00	  0.00
IMPD	h2o_c + imp_c + nad_c  -> h_c + nadh_c + xmp_c 	YHR216W or YLR432W or YAR075W or YML056C or YAR073W	  0.00	999999.00	  0.00
IND3ACtm	ind3ac_c  <=> ind3ac_m 		-999999.00	999999.00	  0.00
HISTD	h2o_c + histd_c + 2 nad_c  -> 3 h_c + his__L_c + 2 nadh_c 	YCL030C	  0.00	999999.00	  0.00
FMETTRSm	10fthf_m + mettrna_m  -> fmettrna_m + h_m + thf_m 	YBL013W	  0.00	999999.00	  0.00
HISTP	h2o_c + hisp_c  -> histd_c + pi_c 	YFR025C	  0.00	999999.00	  0.00
HISTRS	atp_c + his__L_c + trnahis_c  -> amp_c + histrna_c + ppi_c 	YPR033C	  0.00	999999.00	  0.00
IND3ETHt	ind3eth_c  <=> ind3eth_e 		-999999.00	999999.00	  0.00
IND3ETHtm	ind3eth_c  <=> ind3eth_m 		-999999.00	999999.00	  0.00
INDPYRD	h_c + indpyr_c  <=> co2_c + id3acald_c 	YLR134W or YLR044C or YGR087C or YDR380W	-999999.00	999999.00	  0.00
HISTRSm	atp_m + his__L_m + trnahis_m  -> amp_m + histrna_m + ppi_m 	YPR033C	  0.00	999999.00	  0.00
INSK	atp_c + ins_c  -> adp_c + h_c + imp_c 		  0.00	999999.00	  0.00
FMNAT	atp_c + fmn_c + h_c  -> fad_c + ppi_c 	YDL045C	  0.00	999999.00	  0.00
HISt2m	h_m + his__L_m  <=> h_c + his__L_c 		-999999.00	999999.00	  0.00
HISt2r	h_e + his__L_e  <=> h_c + his__L_c 	YGR191W or YKR039W or YCL025C or YBR069C	-999999.00	999999.00	  0.00
HISt6	h_v + his__L_c  -> h_c + his__L_v 	YBR293W or YMR088C or YCL069W	  0.00	999999.00	  0.00
HKYNH	h2o_c + hLkynr_c  -> 3hanthrn_c + ala__L_c 	YLR231C	  0.00	999999.00	  0.00
HMBS	h2o_c + 4 ppbng_c  -> hmbil_c + 4 nh4_c 	YDL205C	  0.00	999999.00	  0.00
INSTt2	h_e + inost_e  -> h_c + inost_c 	YDR497C or YOL103W	  0.00	999999.00	  0.00
INSt2	h_e + ins_e  -> h_c + ins_c 		  0.00	999999.00	  0.00
IPC124PLC_SC	h2o_c + 0.01 ipc124_SC_c  -> cer1_24_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
IPC126PLC_SC	h2o_c + 0.01 ipc126_SC_c  -> cer1_26_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
IPC224PLC_SC	h2o_c + 0.01 ipc224_SC_c  -> cer2_24_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
IPC226PLC_SC	h2o_c + 0.01 ipc226_SC_c  -> cer2_26_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
HMGCOAR	coa_c + mev__R_c + 2 nadp_c  <=> 2 h_c + hmgcoa_c + 2 nadph_c 	YLR450W or YML075C	-999999.00	999999.00	  0.00
HMGCOAS	coa_c + h_c + hmgcoa_c  <=> aacoa_c + accoa_c + h2o_c 	YML126C	-999999.00	999999.00	  0.00
HMGCOASm	coa_m + h_m + hmgcoa_m  <=> aacoa_m + accoa_m + h2o_m 	YML126C	-999999.00	999999.00	  0.00
IPC324PLC_SC	h2o_c + 0.01 ipc324_SC_c  -> cer3_24_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
IPC326PLC_SC	h2o_c + 0.01 ipc326_SC_c  -> cer3_26_c + h_c + mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
HMGCOAtm	hmgcoa_c  <=> hmgcoa_m 		-999999.00	999999.00	  0.00
FMNATm	atp_m + fmn_m + h_m  -> fad_m + ppi_m 		  0.00	999999.00	  0.00
